station_name,longitude,latitude
Beach 105th Street station,-73.8275,40.583333333333336
Briarwood station,-73.81972222222224,40.709722222222226
Broad Channel station,-73.81611111111111,40.60861111111111
Broadway station (BMT Astoria Line),-73.92527777777778,40.76194444444445
Court Square–23rd Street station,-73.94500000000002,40.7475
Court Square–23rd Street station,-73.94500000000002,40.7475
Court Square–23rd Street station,-73.94500000000002,40.7475
Elmhurst Avenue station,-73.88111111111111,40.74166666666667
Far Rockaway–Mott Avenue station,-73.75555555555556,40.60388888888889
Flushing–Main Street station (IRT Flushing Line),-73.83027777777778,40.759444444444455
Forest Avenue station,-73.90194444444445,40.704722222222216
Forest Hills–71st Avenue station,-73.84388888888887,40.72138888888889
Fresh Pond Road station,-73.89666666666669,40.705833333333345
Grand Avenue–Newtown station,-73.8775,40.736944444444454
Howard Beach–JFK Airport station,-73.83027777777778,40.66027777777778
Hunters Point Avenue station,-73.94925833333333,40.74238055555556
Jackson Heights–Roosevelt Avenue/74th Street station,-73.89111111111113,40.74666666666667
Jamaica Center–Parsons/Archer station,-73.8,40.7025
Jamaica–179th Street station,-73.78444444444446,40.71250000000001
Jamaica–Van Wyck station,-73.81666666666666,40.70194444444445
Junction Boulevard station,-73.86909722222221,40.749175
Kew Gardens–Union Turnpike station,-73.83083333333333,40.71416666666667
Mets–Willets Point station (IRT Flushing Line),-73.84558055555556,40.754558333333335
Middle Village–Metropolitan Avenue station,-73.88916666666667,40.712222222222216
Northern Boulevard station,-73.90694444444446,40.75333333333333
Ozone Park–Lefferts Boulevard station,-73.82416666666666,40.68611111111111
Parsons Boulevard station,-73.80277777777778,40.70777777777778
Queens Plaza station,-73.9375,40.748888888888885
Queensboro Plaza station,-73.94034444444446,40.75065277777778
Rockaway Boulevard station,-73.8436111111111,40.68055555555555
Rockaway Park–Beach 116th Street station,-73.83611111111111,40.580833333333345
Seneca Avenue station,-73.90777777777778,40.70277777777778
Steinway Street station,-73.91888888888889,40.758611111111115
Sutphin Boulevard station (IND Queens Boulevard Line),-73.80972222222222,40.705833333333345
Sutphin Boulevard–Archer Avenue–JFK Airport station,-73.80777777777777,40.70055555555556
Vernon Boulevard–Jackson Avenue station,-73.9538888888889,40.74277777777778
Woodhaven Boulevard station (BMT Jamaica Line),-73.85222222222221,40.69361111111111
Woodhaven Boulevard station (IND Queens Boulevard Line),-73.87027777777777,40.73333333333333
